ticker,sector,market_cap,benchmark_weight,old_weight,size,value,momentum,quality,linear_cost,impact_cost,alpha,target_weight,active_weight,trade_weight,estimated_linear_cost,estimated_impact_cost
STK001,Technology,25536.560502511726,0.021889073007460316,0.024867259582992823,-0.5986841422267307,-0.12443873643043428,-0.4754851592970492,1.7028934543915482,0.001302395954962618,0.08620365617182253,0.0006079520142611302,0.02486638346770177,0.002977310460241453,-8.761152910548298e-07,1.141049011150707e-09,6.616803027463865e-14
STK002,Finance,61840.21658211932,0.027305775781048373,0.026906803626702693,0.5568236948685344,-0.8327342592097247,-0.6996933621779632,0.2360822009708367,0.0007865410625080267,0.042355990313182275,-0.002989514529504832,0.031011382866354704,0.003705607085306331,0.004104579239652011,3.228420116304281e-06,7.135955428346202e-07
STK003,Technology,52336.2258086555,0.026190112828548887,0.025414362055115512,0.33881754544272447,-0.251523181059487,-0.16258398252592454,-1.2905739047568001,0.0009103981237620839,0.05288384051977714,-0.009754743097575562,0.02118970166742443,-0.005000411161124457,-0.004224660387691082,3.846122890485959e-06,9.438578497508856e-07
STK004,Industrial,54870.58061233449,0.026501573362400777,0.02979210571026583,0.400599144979489,0.8703402267443853,1.212675840776653,-1.446406064316744,0.0012454146904833994,0.08136024869108893,0.01039816101853435,0.033394391732091716,0.0068928183696909395,0.0036022860218258845,4.48633993090496e-06,1.0557683856074176e-06
STK005,Finance,55872.132070870626,0.026621687449543057,0.026689756799327245,0.4242312889105205,-1.5721492702717468,0.1768396487252422,1.8277975621442641,0.001168885963231221,0.0748553068746538,-0.0007732820129161167,0.026690279125546366,6.859167600330868e-05,5.223262191204892e-07,6.105397857575748e-10,2.0422375083050662e-14
STK006,Technology,309170.31982472225,0.040830642889045886,0.03791558685576815,2.6593941334706543,0.4842374124300858,-0.18291929551941524,1.9066817813424568,0.0008834341415282327,0.050591902029899785,0.011975460100298117,0.050776083059546916,0.00994544017050103,0.012860496203778764,1.1361401423412387e-05,8.367514205527646e-06
STK007,Industrial,24187.348437808392,0.02159403666827751,0.018642594862890258,-0.6696018587688052,0.2971353984490311,-1.1823871001126345,-0.15732456944350276,0.0014202961662182927,0.09622517412855489,-0.0030762229907296467,0.021884934437145436,0.00029089776886792595,0.0032423395742551785,4.605082466892481e-06,1.0115927307225626e-06
STK008,Finance,21758.445737809936,0.021030216158266543,0.01872219376996953,-0.8078637794205638,-0.4942063747906478,-1.9106371891139715,-0.3782028774510605,0.0013319939438889603,0.08871948523056164,-0.011857434694387999,0.01872133797101833,-0.0023088781872482138,-8.557989512013309e-07,1.1399190201866966e-09,6.497742746457521e-14
STK009,Industrial,16094.409775291659,0.019503184665895266,0.021512108611505678,-1.2018070648015755,-1.3045946555834578,-0.5563418979690447,1.6223023266014356,0.00129548756999712,0.08561644344975522,-0.003577787009209018,0.02224149603869729,0.0027383113728020256,0.0007293874271916134,9.449123456389146e-07,4.554846323595122e-08
STK010,Technology,67237.03041453622,0.0278829615778107,0.02900798257670617,0.6661372893737243,0.13960048356828803,-0.0634275919440184,-1.1632281407557479,0.0011779599918393673,0.07562659930634621,-0.005362978656794021,0.02794422291752732,6.126133971661937e-05,-0.0010637596591788513,1.2530663194453678e-06,8.557789607048519e-08
STK011,Industrial,112304.84607352446,0.03169833081051055,0.03460208854566139,1.3363528473418922,-0.43270034224865844,2.0126313443197006,-0.9329682951888197,0.001038014642164998,0.06373124458402482,0.0009076635907031925,0.032208166046261345,0.000509835235750794,-0.002393922499400042,2.484926606585472e-06,3.6523515473155764e-07
STK012,Industrial,32404.49874659344,0.023232080091080045,0.02249131727051068,-0.2874984817645902,0.2923225880942127,0.1463274254807134,0.7350529161979131,0.0015438083899653155,0.10672371314705184,0.0048172250854275015,0.02260977631542,-0.0006223037756600443,0.00011845904490932063,1.828780673982873e-07,1.4976053415430991e-09
STK013,Technology,15675.331647890702,0.019374966210353926,0.02033982957176358,-1.236276937377133,0.09177349995788694,1.1178130984363677,-0.3905854971574821,0.0014761564148799923,0.10097329526479935,0.0027763223962852628,0.02034010477858854,0.0009651385682346129,2.7520682495743576e-07,4.0624832007967396e-10,7.647595862313388e-15
STK014,Industrial,15922.982491912146,0.019451042091025793,0.02185346582543809,-1.2157975026897538,1.59469901722534,-0.5711429213489025,0.031809562727394824,0.0015865440098039962,0.11035624083333968,0.0035549111499578448,0.018964062407267213,-0.0004869796837585795,-0.002889403418170875,4.584165685006193e-06,9.213258632091051e-07
STK015,Finance,69605.07691370904,0.02812528932134881,0.027867562384705887,0.7113590015138502,-0.1567037338057842,-1.3525209016142647,-0.13988978674635322,0.0011437820692127903,0.0727214758830872,-0.006267189689279231,0.02786419654891987,-0.0002610927724289412,-3.365835786018484e-06,3.8497826199626805e-09,8.238507312144578e-13
STK016,Technology,76363.04631802016,0.028784426469478677,0.030897956478438657,0.8324193600051564,-0.9026287087608933,-1.1020017744805588,0.4034642376683635,0.0011643874523167017,0.07447293344691966,-0.016434057554984945,0.013887037071724116,-0.01489738939775456,-0.017010919406714543,1.9807301109549087e-05,2.1550335454308136e-05
STK017,Technology,62514.52872470293,0.027379909583525344,0.026020004183708863,0.5709925919638865,0.24152460703628892,-0.828617672207248,1.5637800053353164,0.0011157783546485703,0.07034116014512848,-0.0004227113721996451,0.025277397257525296,-0.0021025123260000472,-0.0007426069261835672,8.285847342477329e-07,3.8790691172511386e-08
STK018,Technology,18666.58475120616,0.02023964943116437,0.019622477340792865,-1.0081042102374518,0.2802610255556968,2.4235095303350085,0.13560367386857955,0.0016345140356029129,0.1144336930262476,0.013264021225228254,0.021821964009427586,0.0015823145782632164,0.002199486668634721,3.5950918310049448e-06,5.536006378243065e-07
STK019,Industrial,45805.58578636619,0.025331819196263646,0.024782716834376318,0.16468614513531213,1.363930926125765,-0.9382041779497432,0.7357166294027148,0.0013693460898032829,0.09189441763327905,0.006670001614602263,0.0247827183446463,-0.0005491008516173464,1.5102699819913301e-09,2.0680822943871025e-12,2.0960339405420056e-19
STK020,Finance,40810.1379682684,0.024610973058743813,0.021541605335154625,0.013819553216336891,0.8653966172188509,0.9534226442049987,-2.1860498768576635,0.0009415561261825978,0.05553227072552082,0.004411564167900154,0.02534436754126042,0.0007333944825166083,0.003802762206105797,3.5805140515745633e-06,8.030521889628995e-07
STK021,Technology,45192.59824317885,0.025246640558433214,0.027365801574792542,0.14708428100566215,0.4104645249659412,-1.031129315499981,-0.015470932160488896,0.0013499383173570076,0.09024475697534565,-0.004503991810554293,0.025677751091488808,0.00043111053305559463,-0.0016880504833037338,2.278764029044726e-06,2.5715373761049137e-07
STK022,Finance,86805.80514373211,0.02972172158485178,0.02901133909087351,0.9998770783793571,1.46297195162876,1.059502762532586,-0.8771200093062205,0.0011597573132393138,0.07407937162534169,0.011521718957174343,0.029011171994317752,-0.0007105495905340292,-1.6709655575875004e-07,1.9379145255831113e-10,2.0683893177405073e-15
STK023,Industrial,45414.90112431213,0.02527763057649703,0.025939037831114963,0.1534951217689636,-1.0598396873500173,0.4365616523793183,-1.2844399970804359,0.000951536553899278,0.05638060708143863,-0.007274711938345821,0.025941056313144032,0.0006634257366470026,2.018482029068902e-06,1.9206594340478456e-09,2.2970979919389833e-13
STK024,Finance,71604.5259878607,0.028325128435774557,0.030501025116407742,0.7483595629037368,-0.537585458006261,-0.180643544583256,-0.9149930651238853,0.0007,0.035,-0.004690599093493984,0.030500995156573625,0.0021758667207990683,-2.995983411704928e-08,2.0971883881934493e-11,3.141570811123885e-17
STK025,Technology,38854.49573708101,0.024310678976622934,0.026282457860151962,-0.050337480596677184,-0.8104308439651704,-0.04858971872223637,-0.32499304008856106,0.0013736281178351563,0.09225839001598829,-0.009882031303920052,0.022721611565050516,-0.001589067411572418,-0.003560846295101446,4.891278594240489e-06,1.1698019118870983e-06
STK026,Industrial,48490.31657239088,0.025695112537282683,0.028373756286656417,0.23910080205602005,-0.29982519207244607,-0.748344737538925,1.030661642488605,0.0012151904902010673,0.07879119166709073,-0.0010516452948480793,0.028371475785021215,0.002676363247738532,-2.2805016352024643e-06,2.771243899986018e-09,4.0976838201440506e-13
STK027,Industrial,68274.26806155611,0.027989879739237805,0.02837698947775849,0.6861379535503206,-1.2386039324997726,0.50621660033522,-1.4011102648725942,0.0010379722034450853,0.06372763729283226,-0.007722443133696522,0.029182459143588586,0.0011925794043507812,0.0008054696658300955,8.360551238498408e-07,4.134530463091907e-08
STK028,Finance,8457.798381545537,0.016605467282967426,0.01571353808786817,-2.042375000194095,0.6751818260853588,-0.5206439700773062,0.07058412392013383,0.0013925945796294395,0.09387053926850239,0.003281993250285436,0.015713748832588463,-0.000891718450378963,2.1074472029286584e-07,2.9348195516536734e-10,4.169103907230645e-15
STK029,Finance,26379.13890151168,0.02206743839855409,0.02236627108462835,-0.5562727118761636,-0.1404058147323077,-1.3988601042134796,-0.48771809962462503,0.0014486002097674046,0.09863101783022939,-0.0012093775612659844,0.03179651769449159,0.009729079295937502,0.009430246609863243,1.366065721720625e-05,8.771212142430851e-06
STK030,Industrial,22688.814885357733,0.02125150649890314,0.016588515208738375,-0.7531613124602523,-1.3281369256660034,-1.4584984527845866,-0.31799763172342904,0.001392646590463271,0.09387496018937802,-0.01583926606325735,0.017372203014744597,-0.0038793034841585437,0.0007836878060062218,1.091400151022206e-06,5.765486299207367e-08
STK031,Industrial,19170.389456250316,0.020374853897695264,0.016428683990371794,-0.973310186170896,-0.8950962186612961,0.19454859436639074,1.1248563013451238,0.0013054949693126496,0.08646707239157521,-0.0009935544329903335,0.01843676459695647,-0.001938089300738792,0.002008080606584677,2.62153912987059e-06,3.4866876111589366e-07
