ticker,sector,market_cap,benchmark_weight,old_weight,size,value,momentum,quality,linear_cost,impact_cost,alpha
STK001,Technology,25536.560502511726,0.021889073007460316,0.024867259582992823,-0.5986841422267307,-0.12443873643043428,-0.4754851592970492,1.7028934543915482,0.001302395954962618,0.08620365617182253,0.0006079520142611302
STK002,Finance,61840.21658211932,0.027305775781048373,0.026906803626702693,0.5568236948685344,-0.8327342592097247,-0.6996933621779632,0.2360822009708367,0.0007865410625080267,0.042355990313182275,-0.002989514529504832
STK003,Technology,52336.2258086555,0.026190112828548887,0.025414362055115512,0.33881754544272447,-0.251523181059487,-0.16258398252592454,-1.2905739047568001,0.0009103981237620839,0.05288384051977714,-0.009754743097575562
STK004,Industrial,54870.58061233449,0.026501573362400777,0.02979210571026583,0.400599144979489,0.8703402267443853,1.212675840776653,-1.446406064316744,0.0012454146904833994,0.08136024869108893,0.01039816101853435
STK005,Finance,55872.132070870626,0.026621687449543057,0.026689756799327245,0.4242312889105205,-1.5721492702717468,0.1768396487252422,1.8277975621442641,0.001168885963231221,0.0748553068746538,-0.0007732820129161167
STK006,Technology,309170.31982472225,0.040830642889045886,0.03791558685576815,2.6593941334706543,0.4842374124300858,-0.18291929551941524,1.9066817813424568,0.0008834341415282327,0.050591902029899785,0.011975460100298117
STK007,Industrial,24187.348437808392,0.02159403666827751,0.018642594862890258,-0.6696018587688052,0.2971353984490311,-1.1823871001126345,-0.15732456944350276,0.0014202961662182927,0.09622517412855489,-0.0030762229907296467
STK008,Finance,21758.445737809936,0.021030216158266543,0.01872219376996953,-0.8078637794205638,-0.4942063747906478,-1.9106371891139715,-0.3782028774510605,0.0013319939438889603,0.08871948523056164,-0.011857434694387999
STK009,Industrial,16094.409775291659,0.019503184665895266,0.021512108611505678,-1.2018070648015755,-1.3045946555834578,-0.5563418979690447,1.6223023266014356,0.00129548756999712,0.08561644344975522,-0.003577787009209018
STK010,Technology,67237.03041453622,0.0278829615778107,0.02900798257670617,0.6661372893737243,0.13960048356828803,-0.0634275919440184,-1.1632281407557479,0.0011779599918393673,0.07562659930634621,-0.005362978656794021
STK011,Industrial,112304.84607352446,0.03169833081051055,0.03460208854566139,1.3363528473418922,-0.43270034224865844,2.0126313443197006,-0.9329682951888197,0.001038014642164998,0.06373124458402482,0.0009076635907031925
STK012,Industrial,32404.49874659344,0.023232080091080045,0.02249131727051068,-0.2874984817645902,0.2923225880942127,0.1463274254807134,0.7350529161979131,0.0015438083899653155,0.10672371314705184,0.0048172250854275015
STK013,Technology,15675.331647890702,0.019374966210353926,0.02033982957176358,-1.236276937377133,0.09177349995788694,1.1178130984363677,-0.3905854971574821,0.0014761564148799923,0.10097329526479935,0.0027763223962852628
STK014,Industrial,15922.982491912146,0.019451042091025793,0.02185346582543809,-1.2157975026897538,1.59469901722534,-0.5711429213489025,0.031809562727394824,0.0015865440098039962,0.11035624083333968,0.0035549111499578448
STK015,Finance,69605.07691370904,0.02812528932134881,0.027867562384705887,0.7113590015138502,-0.1567037338057842,-1.3525209016142647,-0.13988978674635322,0.0011437820692127903,0.0727214758830872,-0.006267189689279231
STK016,Technology,76363.04631802016,0.028784426469478677,0.030897956478438657,0.8324193600051564,-0.9026287087608933,-1.1020017744805588,0.4034642376683635,0.0011643874523167017,0.07447293344691966,-0.016434057554984945
STK017,Technology,62514.52872470293,0.027379909583525344,0.026020004183708863,0.5709925919638865,0.24152460703628892,-0.828617672207248,1.5637800053353164,0.0011157783546485703,0.07034116014512848,-0.0004227113721996451
STK018,Technology,18666.58475120616,0.02023964943116437,0.019622477340792865,-1.0081042102374518,0.2802610255556968,2.4235095303350085,0.13560367386857955,0.0016345140356029129,0.1144336930262476,0.013264021225228254
STK019,Industrial,45805.58578636619,0.025331819196263646,0.024782716834376318,0.16468614513531213,1.363930926125765,-0.9382041779497432,0.7357166294027148,0.0013693460898032829,0.09189441763327905,0.006670001614602263
STK020,Finance,40810.1379682684,0.024610973058743813,0.021541605335154625,0.013819553216336891,0.8653966172188509,0.9534226442049987,-2.1860498768576635,0.0009415561261825978,0.05553227072552082,0.004411564167900154
STK021,Technology,45192.59824317885,0.025246640558433214,0.027365801574792542,0.14708428100566215,0.4104645249659412,-1.031129315499981,-0.015470932160488896,0.0013499383173570076,0.09024475697534565,-0.004503991810554293
STK022,Finance,86805.80514373211,0.02972172158485178,0.02901133909087351,0.9998770783793571,1.46297195162876,1.059502762532586,-0.8771200093062205,0.0011597573132393138,0.07407937162534169,0.011521718957174343
STK023,Industrial,45414.90112431213,0.02527763057649703,0.025939037831114963,0.1534951217689636,-1.0598396873500173,0.4365616523793183,-1.2844399970804359,0.000951536553899278,0.05638060708143863,-0.007274711938345821
STK024,Finance,71604.5259878607,0.028325128435774557,0.030501025116407742,0.7483595629037368,-0.537585458006261,-0.180643544583256,-0.9149930651238853,0.0007,0.035,-0.004690599093493984
STK025,Technology,38854.49573708101,0.024310678976622934,0.026282457860151962,-0.050337480596677184,-0.8104308439651704,-0.04858971872223637,-0.32499304008856106,0.0013736281178351563,0.09225839001598829,-0.009882031303920052
STK026,Industrial,48490.31657239088,0.025695112537282683,0.028373756286656417,0.23910080205602005,-0.29982519207244607,-0.748344737538925,1.030661642488605,0.0012151904902010673,0.07879119166709073,-0.0010516452948480793
STK027,Industrial,68274.26806155611,0.027989879739237805,0.02837698947775849,0.6861379535503206,-1.2386039324997726,0.50621660033522,-1.4011102648725942,0.0010379722034450853,0.06372763729283226,-0.007722443133696522
STK028,Finance,8457.798381545537,0.016605467282967426,0.01571353808786817,-2.042375000194095,0.6751818260853588,-0.5206439700773062,0.07058412392013383,0.0013925945796294395,0.09387053926850239,0.003281993250285436
STK029,Finance,26379.13890151168,0.02206743839855409,0.02236627108462835,-0.5562727118761636,-0.1404058147323077,-1.3988601042134796,-0.48771809962462503,0.0014486002097674046,0.09863101783022939,-0.0012093775612659844
STK030,Industrial,22688.814885357733,0.02125150649890314,0.016588515208738375,-0.7531613124602523,-1.3281369256660034,-1.4584984527845866,-0.31799763172342904,0.001392646590463271,0.09387496018937802,-0.01583926606325735
STK031,Industrial,19170.389456250316,0.020374853897695264,0.016428683990371794,-0.973310186170896,-0.8950962186612961,0.19454859436639074,1.1248563013451238,0.0013054949693126496,0.08646707239157521,-0.0009935544329903335
