date,STK001,STK002,STK003,STK004,STK005,STK006,STK007,STK008,STK009,STK010,STK011,STK012,STK013,STK014,STK015,STK016,STK017,STK018,STK019,STK020,STK021,STK022,STK023,STK024,STK025,STK026,STK027,STK028,STK029,STK030,STK031,STK032,STK033,STK034,STK035,STK036,STK037,STK038,STK039,STK040
2025-08-01,0.0037804702419001928,0.0027645473215030143,0.00254827680245953,-0.011804618435668797,0.0007635288074264506,-0.02844602694778578,0.011559216851078762,0.004318035198524037,0.011654782272528865,0.009293827896546952,0.010851753767706179,-0.009222794581839795,0.013923941014250232,0.01068101031598093,-0.003967032900963494,-0.018724153474539887,-0.012889225469827355,0.017318775865100333,-0.011609668183415425,0.016600101446282226,-0.006275863848511803,0.011032000435506844,0.003736267569106255,-0.002561557659933447,0.005329680533521635,-0.00018431929030703932,-0.006049240637149757,0.0062799688344151675,-0.006211321685997584,0.012126495482573751,-0.003945969710704567,-0.0014113928056001881,-0.019401030051913345,-0.0010704921434769058,-0.014347765975512405,0.025228495661752965,0.01260338217960862,0.011079983672516289,-0.0018283720668303772,-0.004016534892619508
2025-08-04,0.0025849412911353366,0.007466412098459102,-0.0111717873290483,0.02276773301222724,-0.024391127091599202,-0.015744687299723115,0.02517221239548811,0.026502413796928102,-0.010235754489858919,0.001330907176804026,-0.002639303537541205,0.0012418414410155527,0.014535834490678355,0.03820965254145514,0.009286028161072223,-0.02409772563123064,-0.023193195120885506,-0.002180335821553055,0.000590130304981647,0.04834364299017572,0.018308221198268988,0.047172740361665404,-0.014816607505625332,0.019321928772528273,0.005085803483284248,-0.012423602429015336,-0.007212279399119243,0.023113533210863003,0.028212885694790718,-0.013669826479792604,-0.004553142588803716,-0.012956859372924666,0.009692124904622287,0.04840949757043765,0.02130660421671528,0.033944022528602694,-0.024600440793119287,-0.0074179395832807155,0.017962701955275683,-0.014141733134650461
2025-08-05,0.00562735046991788,-0.009844056438211042,-0.02160823566226722,-0.005453580794392594,0.019106688155158286,0.0457203598266621,-0.03408012998593266,-0.027855650001621463,-0.03998504434379323,-0.0023253981685240456,0.01052980028561457,-0.011023743606621882,0.002792377908627823,-0.02428023844508396,-0.0054130483044845966,-0.004515961912691443,-0.019568291598389954,0.03360324569146257,-0.02855606591918161,-0.0023297619998937247,0.000714490339866842,0.024995715906083654,-0.038209279103652356,-0.014949991431769595,-0.001641721615551232,-0.03377269731407582,-0.014051231304936324,-0.01614894556548713,-0.032785136342514065,-0.05733457471584842,-0.028822652328664114,0.03241644822821754,0.04680033872721594,-0.031174228693028466,0.028248174562200246,-0.006436871594996924,0.0032178342139028288,-0.027466618136420713,0.030952115225307122,0.009795238778810608
2025-08-06,-0.006696324945005202,-0.006959796789811155,-0.004945448890247221,-0.019854948467400955,-0.012425597622058755,-0.02725784943073794,-0.006461030238018802,0.017426977176672662,-0.00791107632599015,-0.008039377089680017,-0.03353498475374864,-0.00804219883555984,0.011337319272279146,0.013625838125011646,0.008363328399500224,-0.009492913780935424,-0.0045478714456072605,-0.01842053198069972,0.0008440556600992251,-0.00026144888598414635,0.0011222696812898999,-0.020971647192116014,-0.006675626793558492,-0.0025664511630872962,-0.00403456932347732,0.0018727991040426587,-0.007484124748952308,0.004502557399797662,0.018377731950554494,0.02254068966178133,-0.00044320902887606204,-0.022067809703252558,-0.010536494433063873,0.006851987725416895,-0.008905335526394975,-0.006289062892717528,0.012902683186710883,-0.011674975203390867,-0.010635871151037458,-0.03477535434275904
2025-08-07,0.0005708948937621437,0.00500340227042689,0.0033973815386812434,-0.011180199072843896,-0.028676704896748402,-0.007582876003498646,-0.014760619863341939,-0.003249514164856986,-0.03718398017165703,0.003701142612171418,-0.041738420775787426,-0.02479900007223487,-0.006619175832880072,0.007015247031718554,0.003979825194442412,-0.0104662285556556,0.009322018380391275,0.002203221551898122,-0.0018409247125236493,0.016779238681927836,0.006246431592603151,0.008841431007345128,-0.016571674551853873,-0.010209709191642333,-0.014495668139880648,-0.022186528144003556,-0.0355916272036518,0.004658739852956922,0.015035894947333437,-0.03166186253688861,-0.041303888112006054,0.012867573665250771,0.00799483248187642,-0.005675954451072189,0.045064627700085264,0.018465427802106728,-0.00966262619507112,-0.009416325974279634,0.0036216074204838654,-0.01208100151259635
2025-08-08,0.016592438560104103,0.018273645598276853,-0.009216909893852928,-0.025871033357238313,0.04151123255157855,0.03216833954898811,-0.010806944613557502,-0.022183230637029996,0.02587167195002501,-0.010135692433548973,-0.01597465241724926,0.0098260008813463,-0.012809101450757712,-0.01748100030728877,-0.007297072016290223,0.02536247490063903,0.015085762400013015,0.001515156629536676,-0.003535264350477441,-0.049306287018954745,-0.0009968877310391573,-0.04122218198459879,0.004022174529249759,0.0028199786062669575,0.012452055344972426,0.03931818282904148,-0.0014482250340254414,-0.03618236230989813,-0.022430753903007028,0.017602164329116633,0.03321941344474689,0.007485077430305982,0.0017357818906768054,-0.025624322119438138,-0.05655346841331329,-0.009371288480313935,0.03838918193477546,0.030935486387712173,-0.013006834343693902,0.008314613523868173
2025-08-11,-0.034625433145568485,-0.011414353227718914,-0.005008857678107203,0.005290380014682881,0.006585542362755102,0.03726548795371295,-0.02218805028641939,-0.034875533206844396,-0.044238571269203,0.023736319114288744,0.02723080833812039,-0.008177687052306034,-0.008915379259994551,-0.025169263015117682,-0.013911070967267604,-0.020174534419409553,-0.004100396287790031,0.006798134150064526,-0.017812372898631166,0.015631598846026332,-0.0035840296883816953,0.0076963550514148465,-0.0122303582738423,0.010033720719477852,-0.0014672238105355477,-0.027003672142366902,0.003884965052547114,-0.0233811686512213,-0.015810808538522014,-0.03923016684208946,-0.03376927424641082,0.0014079791883246416,0.030623633128342508,-0.015217491203653634,0.041775046221915475,-0.020830847682571825,-0.005491281673228117,-0.01634496637625493,0.028872494365056876,0.017959640025019662
2025-08-12,0.024025736543025252,-0.014611586306959575,-0.010959900854495322,-0.011512277135033005,0.013825131392476715,-0.02046641153990292,0.015232959235335738,0.007804280910378268,0.03343589332234138,-0.01229035001692222,-0.03155947440860232,0.014980473796932665,0.022551207621070133,0.03054814939015443,-0.0027473019295127495,-0.009690181315524352,0.012060200627444928,0.037781046528314946,0.010707189009862521,-0.006968336860306472,-0.005681398133384121,0.0011217393158107457,-0.013873351012641293,-0.008050602269050777,-0.007392354701458824,0.0016476506042071171,-0.029935297390249162,0.04938244927186381,0.010560214604634573,0.020759343897166705,0.028260849130772876,0.032912175311525016,0.0237659348158964,0.0313041308649358,0.004054137984058839,0.057498026890360064,0.013841748174233432,-1.913410958474804e-06,-0.0061602635020721755,0.007011268222345362
2025-08-13,0.020835239476021093,-0.004638439783114517,-0.0006150318262952478,-0.011749978373371574,0.010862757034980465,0.026318483006960835,-0.009642504202140818,-0.023143105034899802,0.003845005696436298,-0.023425473260049005,0.005176295329719938,-0.0005050393936466497,0.011831471631361733,-0.00710504423050217,-0.012230035999597965,-0.015271755726747476,-0.007174720053719233,0.026453143009204712,-0.005155436894066503,-0.01125740935660191,-0.015518611229387507,-0.00038456036692993256,-0.018165232670303094,-0.019234852392018997,-0.009736983825324086,0.008578032044929088,-0.009512517081104148,0.008025629625966639,-0.005206100622215463,0.014804937521686778,-0.005078587701277122,0.01359491098905092,-0.004262856245151998,-0.014132479764668176,-0.02016950948532652,0.014523117972276968,-0.001762650675161662,0.00022913694835733842,-0.0048305637096760865,0.004949952463681146
2025-08-14,0.02097901242677714,-0.005297101856673468,-0.025667549727281736,0.023801910707346493,0.010579449172126519,0.03701511474270536,-0.016259185122516916,-0.050019270176331204,6.062234403560822e-05,-0.01275331113021057,0.0064451380157098505,0.0361251367946575,-0.0009547054180524192,0.021494116925057823,-0.0174664888820408,-0.017416105147940418,0.025543281038552162,0.018438727184095827,0.017610302780105863,-0.0173635698345181,-0.0009644582629864829,0.018206236636702695,-0.030040818718512594,-0.02426085992627361,-0.01850993958407208,0.014813689967696385,-0.01850135210786922,0.0011099590588226193,-0.027826441097248533,-0.03828820258577685,0.009231949927753173,0.03051235672167207,0.043032350904162034,0.030457952105101844,0.04719926391306456,0.006404498468288761,0.004285741698171771,-0.03560486495572274,-0.0004914723231995205,-6.13921747508741e-05
2025-08-15,0.031043334957541486,0.015281408806780451,-0.02659552991471218,-0.05192145579941225,0.03095835040332403,0.013720298831700924,0.0011701717707485685,0.021726928764110212,0.046164105308622465,-0.015826809453530682,-0.039720781561077056,0.016924665060527706,-0.016866507279214744,-0.007798830749026325,0.010060773835063635,0.01890929335030679,0.043409435718292186,-0.044037804386834474,-0.005730462184040813,-0.053493106914442715,0.009014079943152075,-0.05816020457440236,-0.016864444983298536,0.00658458660529469,2.777643884806051e-05,0.009493521511951373,-0.008280024548686931,0.010799444735276945,0.012564982292751638,0.015149764825564481,0.014182435483595013,-0.022553070609738823,0.011566809534390883,-0.03574884864850414,-0.052847762801468134,-0.018601547610015385,-0.006542830609957417,0.04145631719533682,-0.05067033345532581,0.0037716878388167467
2025-08-18,-0.00021985085421696686,0.002896429136661771,0.01229284747560137,-0.03181078714498219,-0.026711930541150286,-0.02561332759162558,-0.00010220148335953784,0.016055797459014795,0.0016643207009207957,0.009165707064928523,-0.02738622379785579,-0.028427604351852577,-0.0014403835627625552,0.0003940668540883519,-0.010953735362808342,0.007465850725418726,0.0018351029946901166,-0.010024763117007212,-0.03397315248631142,-0.01698522974083674,0.019477423702711345,-0.026425900105126274,-0.019658353880803763,0.005628245485235692,0.004370046658313194,-0.0012295814890519695,-0.004714237405225261,0.009588695211495805,0.009539963902391858,0.01625322155031677,0.010663247405982432,-0.0034445905235301194,-0.04808715594929964,-0.00024024206839033408,-0.002326272818169415,0.005299715150767336,-0.0012803064188575152,0.006050417702157198,-0.006926748614970828,0.011902525785594545
2025-08-19,-0.011386180085116139,0.012127195371427441,0.0009290427417249164,-0.0038326520840685366,0.033312264042237354,-0.022547859890816306,-0.024137447727767585,-0.006488596517721046,0.013050032191724997,0.01998407392610157,0.038940485242829455,0.007468920400809851,0.0064643656189087625,-0.03464811643000406,-0.001087883323499767,0.021761635448972548,-0.009642084727505227,0.021330352195051708,-0.03071739274026871,-0.005043170486462856,-0.015603331340397616,0.01651926976065186,0.026036046639762785,0.0209816230118968,0.02541062370415965,0.012889484836959245,0.03491893957606448,-0.04700541089304569,-0.005939248044591512,-0.014639303632451835,0.03161121583430577,0.012177371487893305,0.010165186824535589,-0.05364801474066786,-0.05973307717879649,0.0036169811050389164,0.0170305949737181,0.03528577251429478,0.0158875277408234,0.0587455039222296
2025-08-20,-0.02026801982477281,-0.018201663778492326,0.023930256870570293,0.04713812454723716,-0.03245246183552395,-0.05460056539982905,-0.013718743531215424,-0.03074996767140048,-0.02302303655795094,0.010329954474232893,0.04223494219952826,0.007754377926071511,0.0300077531052194,-0.007238998181660023,-0.03336401237128304,-0.018416694987577233,-0.03404939011989482,0.023752811639906085,-0.043773220622864054,0.020942513948454578,-0.01603738370546255,0.01115931516543158,0.04714283735525277,0.007789093227563352,0.0005288845575584164,-0.02208967386417725,0.04196793451788015,-0.002311115602971165,-0.019752781514013787,0.008599679326712609,-0.0028635758937465227,0.009098532738079841,-0.036213551419863474,-0.017644700865843174,-0.007721189388268103,0.00766756022505343,0.019231781099977675,-0.019221976156795984,-0.010133749434879005,-0.004303890425542443
